Abundance,SAMEA728908,SAMEA728622,SAMEA728808,SAMEA728663,SAMEA728854,SAMEA728851,SAMEA728772,SAMEA728755,SAMEA728706,SAMEA728646,SAMEA728680,SAMEA728785,SAMEA728913,SAMEA728876,SAMEA728697,SAMEA728749,SAMEA728887,SAMEA728929,SAMEA728674,SAMEA728602,SAMEA728690,SAMEA728923,SAMEA728791,SAMEA728862,SAMEA728821,SAMEA728920,SAMEA728942,SAMEA728873,SAMEA728933,SAMEA728685,SAMEA728630,SAMEA728611,SAMEA728760,SAMEA728703,SAMEA728805,SAMEA728814,SAMEA728734,SAMEA728665,SAMEA728740,SAMEA728617,SAMEA728899,SAMEA728627,SAMEA728652,SAMEA728783,SAMEA728672,SAMEA728777,SAMEA728902,SAMEA728797,SAMEA728586,SAMEA728835,SAMEA728649,SAMEA728918,SAMEA728843,SAMEA728788,SAMEA728574,SAMEA728831,SAMEA728726,SAMEA728799,SAMEA728916,SAMEA728867,SAMEA728635,SAMEA728700,SAMEA728865,SAMEA728670,SAMEA728717,SAMEA728667,SAMEA728614,SAMEA728950,SAMEA728794,SAMEA728692,SAMEA728884,SAMEA728599,SAMEA728766,SAMEA728582,SAMEA728826,SAMEA728769,SAMEA728890,SAMEA728638,SAMEA728661,SAMEA728894,SAMEA728848,SAMEA728817,SAMEA728925,SAMEA728802,SAMEA728774,SAMEA728763,SAMEA728905,SAMEA728897,SAMEA728589,SAMEA728723,SAMEA728745,SAMEA728720,SAMEA728731,SAMEA728712,SAMEA728780,SAMEA728565,SAMEA728845,SAMEA728570,SAMEA728676,SAMEA728752,SAMEA728643,SAMEA728594,SAMEA728709,SAMEA728859,SAMEA728743,SAMEA728714,SAMEA728910,SAMEA728856,SAMEA728839,SAMEA728658,SAMEA728737,SAMEA728946,SAMEA728655,SAMEA728561,SAMEA728870,SAMEA728938,SAMEA728578,SAMEA728881,SAMEA728812,SAMEA728829,SAMEA728878,SAMEA728728,SAMEA728607,SAMEA728758
g__GGB6010,,,,,,,,,,,,,,,,0.00358,0,0,0,0,0,0.00957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10986,0,0,0,0,0,0,0,0,0,0,0,0,0.10627,0,0.00076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Cuneatibacter,,,,,,,,,,,,,,,,0.00316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074,0,0,0,0,0,0,0,0,0,0,0,0.00186,0,0,0,0,0,0,0,0.00161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0.00244,0,0,0,0,0,0,0
g__Candidatus_Avispirillum,,,,,,,,,,,,,,,,0.00299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041,0.01602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00921,0.01848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195,0,0,0,0,0,0,0,0,0,0.09025,0,0,0,0,0,0,0.00685,0,0
g__GGB9474,,,,,,,,,,,,,,,,0.00123,0,0,0,0,0,0,0,0,0.06748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194,0,0,0,0,0,0,0,0,0,0.00188,0,0.02302,0,0,0,0,0,0,0
g__GGB9082,,,,,,,,,,,,,,,,0.0011,0,0.01475,0,0,0.59027,0,0,0.01582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043,0,0,0,0.00079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00629,0
s__GGB1256_SGB1684,,,,,,,,,,,,,,,,5.46145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB1391_SGB1909,,,,,,,,,,,,,,,,1.69384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Ruminococcus_champanellensis,,,,,,,,,,,,,,,,1.58066,0,0,0,0,0.15538,0,0,0,0,0,0,0,0,0.04585,0,0,0,0,0,0.14113,0,0,0,0,0,0,0,0,0,0,0.14303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05587,0,0,0,0.13085,0,0.84901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02331,0,0,0,0,0,0,0,0,0,0.00648,0,0,0,0,0,0,0,0,0,0,0,0.1648,0,0,0
s__GGB4706_SGB6513,,,,,,,,,,,,,,,,1.16266,0,0,0.01443,0,0,0,0,0,0,0.06482,0,0,0,0.13009,0,0,0,0,0,0,0,0.17951,0,0,0,0,0,0,0,0,0,0,0.52752,0,0,0,0,0,0,0,0,0,0,0,0,0.15422,0,0,0.0827,0.03286,0.64197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41205,0
s__GGB4549_SGB6271,,,,,,,,,,,,,,,,0.96027,0,0,0,0,0.39172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09736,0.12097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9813_SGB15447,,,,,,,,,,,,,,,,0.39641,0,0,0,0,0.36043,0,0,0,0,0,0,0,0,0.23011,0.42269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31816,0,0,0,0,0,0,0,0.40373,0.04856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Muribaculum_gordoncarteri,,,,,,,,,,,,,,,,0.22973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218,0,0,0,0,0,0,0.02215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB1379_SGB1880,,,,,,,,,,,,,,,,0.22243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9350_SGB14317,,,,,,,,,,,,,,,,0.14458,0,0.0013,0,0,0,0.00634,0,0.00665,0,0.00219,0,0.01683,0,0.01279,0,0.00221,0,0.0182,0,0.10112,0,0,0,0,0,0,0,0,0.00655,0,0,0,0,0,0,0,0,0,0,0,0.08536,0,0,0,0,0,0,0,0,0,0,0,0.01752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01148,0,0,0,0,0.00751,0,0,0
s__GGB3340_SGB4419,,,,,,,,,,,,,,,,0.14398,0.03831,0,0,0,0,0,0,0,0,0,0,0,0,0.01329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093,0,0,0,0,0.00202,0,0,0,0,0,0,0,0,0,0,0,0,0.09032,0,0.00762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05467,0,0,0,0,0,0,0,0.09123,0,0,0,0,0,0.12089,0,0,0,0,0.00436,0,0,0,0,0,0
s__Achromobacter_SGB14223,,,,,,,,,,,,,,,,0.10413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05836,0,0,0,0,0
s__GGB4579_SGB6329,,,,,,,,,,,,,,,,0.07963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03461,0,0,0,0,0.32202,0,0,0,0,0,0,0,0,0,0,0.42661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27285,0,0,0,0,0,0,0,0.00974,0,0,0,0,0,0,0,0,0,0.00072,0,0,0,0,0,0,0,0,0,0,0,0.04009,0,0,0
s__GGB9256_SGB14202,,,,,,,,,,,,,,,,0.04281,0,0,0.08999,0,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08698,0,0,0,0,0,0,0,0,0,0.03026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04698,0,0
s__GGB41458_SGB58520,,,,,,,,,,,,,,,,0.03102,0,0,0,0,0,0,0,0.03422,0,0,0.00453,0,0,0,0,0,0,0,0,0.01954,0,0,0,0,0,0,0,0,0,0,0,0,0.00579,0,0,0,0,0,0.02278,0,0,0,0,0,0,0,0,0,0,0,0.0151,0,0,0,0.03604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02006,0,0,0
s__GGB9090_SGB14019,,,,,,,,,,,,,,,,0.01798,0,0,0,0,0,0,0,0,0,0.06406,0,0,0,0,0,0,0.11606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB27873_SGB40307,,,,,,,,,,,,,,,,0.01412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Synechococcus_SGB14295,,,,,,,,,,,,,,,,0.01335,0,0.00418,0,0,0,0,0,0,0,0,0,0,0,0.01327,0,0,0.03458,0,0,0.04138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0.01268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9545_SGB14952,,,,,,,,,,,,,,,,0.01289,0,0,0,0,0,0.02765,0,0.01061,0,0,0,0,0.0018,0,0,0,0.00351,0,0,0.00756,0,0,0,0.00402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229,0.00268,0,0,0,0.07656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.02641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0
s__Oscillospiraceae_bacterium_NSJ_50,,,,,,,,,,,,,,,,0.01165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01737,0,0,0,0,0,0,0,0.00595,0,0,0,0,0,0,0,0.07576,0.05645,0,0,0,0,0,0,0,0.33656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04094,0,0.44555,0,0,0,0,0,0,0,0.18411,0,0,0,0,0,0,0,0,0.00408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03219,0,0,0,0.13117,0,0,0,0,0,0,0,0
s__GGB9092_SGB14022,,,,,,,,,,,,,,,,0.01162,0,0,0,0,0,0.08358,0,0,0,0,0,0,0,0,0.0074,0,0,0,0,0,0.00554,0,0,0,0.00481,0,0,0,0,0,0,0,0,0,0,0,0,0.09404,0,0,0,0.00715,0,0,0.04531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763,0,0,0.02442,0,0.01353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825,0,0.04499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3353_SGB4437,,,,,,,,,,,,,,,,0.01072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01371,0,0,0,0.00881,0,0,0,0,0,0.01913,0,0,0,0,0,0,0,0,0,0,0.00069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01795,0,0
s__GGB9611_SGB15045,,,,,,,,,,,,,,,,0.01,0,0,0,0,0,0,0,0,0,0,0.00475,0,0,0,0,0.00985,0.00975,0,0.01061,0.00172,0,0,0,0,0,0,0,0.01945,0.00521,0.00433,0.00358,0,0,0,0,0,0,0,0,0,0.00242,0,0,0.00334,0.01715,0.00012,0.00258,0,0.02146,0,0,0.01022,0.01116,0.05813,0.00205,0,0.0333,0,0.00737,0.00209,0,0,0.00273,0,0,0,0,0,0,0,0,0,0,0.003,0,0.01407,0,0,0,0.00088,0,0,0,0.00345,0.0024,0,0,0.01347,0.05098,0,0,0,0,0.01385,0,0.00436,0,0,0.00416,0.00699,0,0,0.01558,0,0,0.00933,0,0
s__GGB6010_SGB8637,,,,,,,,,,,,,,,,0.00358,0,0,0,0,0,0.00957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10986,0,0,0,0,0,0,0,0,0,0,0,0,0.10627,0,0.00076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB4567_SGB6307,,,,,,,,,,,,,,,,0.00354,0,0.00112,0.08245,0,0.00292,0.04922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6811,0,0,0,0,0,0,0,0.0058,0,0.00461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Cuneatibacter_caecimuris,,,,,,,,,,,,,,,,0.00316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074,0,0,0,0,0,0,0,0,0,0,0,0.00186,0,0,0,0,0,0,0,0.00161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0.00244,0,0,0,0,0,0,0
s__Candidatus_Avispirillum_faecium,,,,,,,,,,,,,,,,0.00299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041,0.01602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00921,0.01848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195,0,0,0,0,0,0,0,0,0,0.09025,0,0,0,0,0,0,0.00685,0,0
s__GGB9747_SGB15354,,,,,,,,,,,,,,,,0.00235,0,0,0,0,0,0,0,0,0,0,0.00372,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098,0,0,0,0,0,0,0,0,0,0.00153,0,0.00116,0,0,0.00127,0,0,0.00118,0,0,0.00063,0,0.00434,0,0,0,0,0,0,0,0,0,0,0.00535,0,0,0,0,0,0,0,0,0,0.00442,0,0.00169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195,0,0,0,0,0.00564,0,0,0
s__GGB9474_SGB14868,,,,,,,,,,,,,,,,0.00123,0,0,0,0,0,0,0,0,0.06748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194,0,0,0,0,0,0,0,0,0,0.00188,0,0.02302,0,0,0,0,0,0,0
s__GGB9082_SGB14007,,,,,,,,,,,,,,,,0.0011,0,0.01475,0,0,0.59027,0,0,0.01582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043,0,0,0,0.00079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00629,0
s__Flavonifractor_sp_An100,,,,,,,,,,,,,,,,0.00081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286,0.00099,0,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038,0,0,0,0,0,0.00081,0,0.00524,0,0,0,0.01208,0,0,0,0,0,0.00261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211,0,0,0.00432,0,0,0,0,0,0,0,0,0.00266,0,0,0,0,0,0,0,0,0,0,0.01471,0,0,0,0,0,0,0,0,0
t__SGB1684,,,,,,,,,,,,,,,,5.46145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1909,,,,,,,,,,,,,,,,1.69384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4418,,,,,,,,,,,,,,,,1.58066,0,0,0,0,0.15538,0,0,0,0,0,0,0,0,0.04585,0,0,0,0,0,0.14113,0,0,0,0,0,0,0,0,0,0,0.14303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05587,0,0,0,0.13085,0,0.84901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02331,0,0,0,0,0,0,0,0,0,0.00648,0,0,0,0,0,0,0,0,0,0,0,0.1648,0,0,0
t__SGB6513,,,,,,,,,,,,,,,,1.16266,0,0,0.01443,0,0,0,0,0,0,0.06482,0,0,0,0.13009,0,0,0,0,0,0,0,0.17951,0,0,0,0,0,0,0,0,0,0,0.52752,0,0,0,0,0,0,0,0,0,0,0,0,0.15422,0,0,0.0827,0.03286,0.64197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41205,0
t__SGB6271,,,,,,,,,,,,,,,,0.96027,0,0,0,0,0.39172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09736,0.12097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5118,,,,,,,,,,,,,,,,0.71907,0,0,0,0,0,0,0,0,0,0,0,3.45001,0,0,2.61827,0,0,0,0,0,0,0,0,0,0,0.12316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53263,0,0,0,0,0,0,0,0.04579,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15447,,,,,,,,,,,,,,,,0.39641,0,0,0,0,0.36043,0,0,0,0,0,0,0,0,0.23011,0.42269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31816,0,0,0,0,0,0,0,0.40373,0.04856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB2087,,,,,,,,,,,,,,,,0.22973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218,0,0,0,0,0,0,0.02215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1880,,,,,,,,,,,,,,,,0.22243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14317,,,,,,,,,,,,,,,,0.14458,0,0.0013,0,0,0,0.00634,0,0.00665,0,0.00219,0,0.01683,0,0.01279,0,0.00221,0,0.0182,0,0.10112,0,0,0,0,0,0,0,0,0.00655,0,0,0,0,0,0,0,0,0,0,0,0.08536,0,0,0,0,0,0,0,0,0,0,0,0.01752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01148,0,0,0,0,0.00751,0,0,0
t__SGB4419,,,,,,,,,,,,,,,,0.14398,0.03831,0,0,0,0,0,0,0,0,0,0,0,0,0.01329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093,0,0,0,0,0.00202,0,0,0,0,0,0,0,0,0,0,0,0,0.09032,0,0.00762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05467,0,0,0,0,0,0,0,0.09123,0,0,0,0,0,0.12089,0,0,0,0,0.00436,0,0,0,0,0,0
t__SGB14223,,,,,,,,,,,,,,,,0.10413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05836,0,0,0,0,0
t__SGB6329,,,,,,,,,,,,,,,,0.07963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03461,0,0,0,0,0.32202,0,0,0,0,0,0,0,0,0,0,0.42661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27285,0,0,0,0,0,0,0,0.00974,0,0,0,0,0,0,0,0,0,0.00072,0,0,0,0,0,0,0,0,0,0,0,0.04009,0,0,0
