Abundance,SAMN00045227,SAMN00083009,SAMN00037274,SAMN00040800,SAMN00036649,SAMN00039351,SAMN00034694,SAMN00088343,SAMN00041005,SAMN00037971,SAMN00042702,SAMN00036351,SAMN00032571,SAMN00068173,SAMN00081451,SAMN00038321,SAMN00070934,SAMN00038409,SAMN00043931,SAMN00045483,SAMN00038172,SAMN00032739,SAMN00043289,SAMN00032521,SAMN00037735,SAMN00087897,SAMN00067053,SAMN00041128,SAMN00084528,SAMN00070004,SAMN00037108,SAMN00067023,SAMN00040903,SAMN00043166,SAMN00045293,SAMN00065013,SAMN00039645,SAMN00038465,SAMN00038525,SAMN00077726,SAMN00036435,SAMN00044744,SAMN00045350,SAMN00044394,SAMN00038651,SAMN00041546,SAMN00039569,SAMN00068879,SAMN00071040,SAMN00074599,SAMN00070761,SAMN00069721,SAMN00037236,SAMN00032966,SAMN00040035,SAMN00070431,SAMN00077487,SAMN00040286,SAMN00045047,SAMN00038207,SAMN00041451,SAMN00034376,SAMN00085565,SAMN00033491,SAMN00043355,SAMN00045189,SAMN00034905,SAMN00042087,SAMN00039874,SAMN00032708,SAMN00038919,SAMN00040248,SAMN00037553,SAMN00040599,SAMN00045132,SAMN00069968,SAMN00037178,SAMN00035018,SAMN00036283,SAMN00036482,SAMN00036408,SAMN00037000,SAMN00032498,SAMN00032842,SAMN00036796,SAMN00073223,SAMN00063010,SAMN00045843,SAMN00076528,SAMN00037713,SAMN00044564,SAMN00037072,SAMN00035831,SAMN00034433,SAMN00038739,SAMN00035453,SAMN00072706,SAMN00076268,SAMN00032889,SAMN00074965,SAMN00035677,SAMN00072036,SAMN00083300,SAMN00034120,SAMN00037485,SAMN00032676,SAMN00041186,SAMN00035505,SAMN00078779,SAMN00069909,SAMN00033023,SAMN00039531,SAMN00073407,SAMN00036587,SAMN00035169,SAMN00035531,SAMN00043827,SAMN00037803,SAMN00039793,SAMN00073344,SAMN00040819,SAMN00065722,SAMN00083581,SAMN00039039,SAMN00070308,SAMN00034739,SAMN00063420,SAMN00062293,SAMN00036197,SAMN00069173,SAMN00037313,SAMN00063710,SAMN00044801,SAMN00036881,SAMN00040615,SAMN00062637,SAMN00040202,SAMN00040379,SAMN00037421,SAMN00040485
g__GGB4587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB2983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00797,0,0,0,0,0,0,0,0,0,0.00083,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01839,0,0,0,0,0.00467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0
g__GGB4613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57056,0,0
g__GGB13493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Paratractidigestivibacter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB28369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00021,0,0,0,0,0,0,0,0,0,0,0,0.0078,0,0.05297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185,0,0,0,0
s__GGB6012_SGB8640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB1147_SGB1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB2734_SGB3677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Prevotella_copri_clade_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15222,0,0,15.79866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.826,0,0,0,0,0,0.3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacterium_coprostanoligenes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3637_SGB4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Oscillospiraceae_unclassified_SGB4196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3654_SGB4965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3733_SGB5066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0153,0,0,0,0,0,0,0,0.25923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Ruminococcus_sp_AF41_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02709,0,0,0,0.00049,0,0,0,0,0,0.00115,0,0,0,0,0,0,0.01917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0
s__Puniceicoccaceae_unclassified_SGB8769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB4693_SGB6491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB13472_SGB15193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB4587_SGB6346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB2983_SGB3965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00797,0,0,0,0,0,0,0,0,0,0.00083,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01839,0,0,0,0,0.00467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0
s__GGB4613_SGB6388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57056,0,0
s__GGB9616_SGB15062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB13493_SGB15238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Paratractidigestivibacter_faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB28369_SGB40949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00021,0,0,0,0,0,0,0,0,0,0,0,0.0078,0,0.05297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185,0,0,0,0
t__SGB8640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB3677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15222,0,0,15.79866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.826,0,0,0,0,0,0.3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0153,0,0,0,0,0,0,0,0.25923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB25497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02709,0,0,0,0.00049,0,0,0,0,0,0.00115,0,0,0,0,0,0,0.01917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0
t__SGB8769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB3965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00797,0,0,0,0,0,0,0,0,0,0.00083,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01839,0,0,0,0,0.00467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0
t__SGB6388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57056,0,0
t__SGB15062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB40949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00021,0,0,0,0,0,0,0,0,0,0,0,0.0078,0,0.05297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185,0,0,0,0
g__Cryobacterium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Veillonellaceae_unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00331,0,0,0,0,0,0,0,0.00384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Cryobacterium_SGB4870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
