Abundance,CSM7KOR4,CSM5MCU4,PSM6XBVY,CSM79HJC,HSM7CZ2V,HSM5MD4P,PSM6XBTJ,CSM5MCVB,PSM7J1BN,PSM6XBTH,HSM5MD4W,HSMA33NG,CSM5MCXZ,MSM5LLH2,MSM5LLF2,CSM5MCV1,PSM7J1CK,CSM67UB5,CSM67UH3,MSM5LLHG,HSM5MD4U,CSM5MCVD,CSM5MCVF,ESM5GEYX,PSM6XBS2,HSM5MD7W,CSM5FZ3V,PSM6XBS4,MSM9VZM4,MSM5LLGN,CSM79HJI,PSM7J1CS,MSM5LLI2,CSM79HJ6,CSM5FZ46,PSM7J13U,CSM67UCU,HSM5MD8J,CSM5FZ3R,MSM5LLIC,MSM5LLI4,CSM5MCV5,CSM5MCW4,MSM5LLGR,MSM5LLII,HSM5MEE5,HSM67VCX,PSM6XBS6,HSM5FZBP,PSM6XBTN,MSM5LLHR,CSM67UB7,ESM718U9,MSM5LLIG,HSM5FZBR,HSM5MD8F,MSM5LLD6,ESM5GEYW,MSM633FF,ESM7F5AE,CSM7KOR8,HSM6XRQB,MSM5LLHQ,PSMA2651,ESM5ME9D,CSM79HJ8,MSM5LLHE,MSM5FZ9X,MSM5LLHI,PSM7J149,CSM79HJ2,CSM5FZ42,CSM7KOQP,HSM5FZC2,HSM5MD5K,MSM9VZLX,CSM5MCVZ,HSM7CYWS,CSM5MCWK,CSM79HHW,CSM5MCWI,CSM67UAI,HSM5MD5X,CSM7KOQZ,CSM5YRY7,CSM7KOKP,MSM5FZ9Q,ESM5GEYY,MSM5LLIM,MSM5FZ9V,MSM5LLIK,MSM5LLGD,MSM5LLE9,MSM5LLHX,MSM5LLI8,HSM7J4JW,MSM5LLIE,CSM5MCWA,CSM5MCXF,PSM7J13Y,CSM7KOKH,ESM5MEBA,MSM5LLGJ,CSM79HJ4,MSM5FZ9N,ESM5MEDP,PSM6XBQM,MSM5LLFG,MSM5LLGH,CSM79HNY,CSM67UB9,ESM5MEE2,CSM67U9V,CSM5MCVJ,MSM79HBX,CSM5FZ3Z,CSM5FZ3X,PSM7J1B3,PSM6XBRM,MSM5LLHA,HSM5FZBQ,MSM9VZJJ,ESM5ME9G,HSM7J4Q3,PSM6XBRK,CSM5MCXX,ESM5MEE6,HSM5MD4B,ESM5MEDZ,HSM5MD4A,CSM5FZ44,MSM5LLI6,PSM7J1CO,CSM5LLGB,CSM79HG7,ESM5MEB9,HSM5MD5H,MSM5LLGF,CSM5MCVV,MSM5ZOJY,CSM79HH2,MSM6J2RG,MSM5LLE3,PSM7J143,CSM5FZ3T,HSM5MD3L,MSM5LLH8,HSM5MD7Z,PSM6XBTF,CSM5FZ3N,MSM5LLHO,CSM67U9X,MSM5LLIS,CSM5FZ4C,CSM7KOKL,HSM67VIJ,MSM5FZA2,HSM5MD49,MSM5LLH4,PSM6XBSC
f__Turicibacteraceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23215,0,0,0,0.02177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342,0,0,0
g__Turicibacter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23215,0,0,0,0.02177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342,0,0,0
s__Turicibacter_bilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23215,0,0,0,0.01429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342,0,0,0
s__Clostridiaceae_unclassified_SGB4747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00868,0,0,0,0,0,0.00965,0.03679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23215,0,0,0,0.01429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342,0,0,0
t__SGB4747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00868,0,0,0,0,0,0.00965,0.03679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB9581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01481,0,0,0,0,0,0,0,0,0,0.01118,0,0,0,0,0,0.07316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28163,0,0.08679,0,0,0.01201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02637,0,0,0,0.31242,0,0,0,0,0,0,0,0,0,0,0,0.36719,0
o__OFGB9581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01481,0,0,0,0,0,0,0,0,0,0.01118,0,0,0,0,0,0.07316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28163,0,0.08679,0,0,0.01201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02637,0,0,0,0.31242,0,0,0,0,0,0,0,0,0,0,0,0.36719,0
f__FGB9581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01481,0,0,0,0,0,0,0,0,0,0.01118,0,0,0,0,0,0.07316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28163,0,0.08679,0,0,0.01201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02637,0,0,0,0.31242,0,0,0,0,0,0,0,0,0,0,0,0.36719,0
g__GGB9581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01481,0,0,0,0,0,0,0,0,0,0.01118,0,0,0,0,0,0.07316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28163,0,0.08679,0,0,0.01201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02637,0,0,0,0.31242,0,0,0,0,0,0,0,0,0,0,0,0.36719,0
g__Neobittarella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00826,0,0,0,0,0,0,0,0,0.00789,0,0,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01002,0,0.00297,0,0,0,0.03629,0,0,0,0,0,0,0,0,0.00107,0,0,0,0,0,0,0,0,0,0,0
s__GGB9581_SGB79823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01481,0,0,0,0,0,0,0,0,0,0.01118,0,0,0,0,0,0.07316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08679,0,0,0.01201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Neobittarella_massiliensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00826,0,0,0,0,0,0,0,0,0.00789,0,0,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01002,0,0.00297,0,0,0,0.03629,0,0,0,0,0,0,0,0,0.00107,0,0,0,0,0,0,0,0,0,0,0
t__SGB79823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01481,0,0,0,0,0,0,0,0,0,0.01118,0,0,0,0,0,0.07316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08679,0,0,0.01201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB7264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00826,0,0,0,0,0,0,0,0,0.00789,0,0,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01002,0,0.00297,0,0,0,0.03629,0,0,0,0,0,0,0,0,0.00107,0,0,0,0,0,0,0,0,0,0,0
c__CFGB9583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB9583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB9583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,0,0,0.10908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2451,0,0.23663,0,0,0,0,0,0.29411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Coprobacillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01449,0,0,0.00839,0,0,0,0,0.09836,0,0,0,0,0,0,0,0,0.0826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00948,0,0,0,0,0.00542,0,0,0,0,0,0,0,0.03792,0,0,0,0.09049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02945,0,0,0,0,0,0,0.08753,0,0,0,0.02509,0,0.21841,0,0,0.00803,0,0,0,0,0,0,0,0,0.10398,0,0,0,0,0,0,0,0
g__GGB9818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00507,0,0,0,0,0,0,0,0,0,0.01674,0,0,0,0,0.00933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB79734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00203,0,0,0,0,0,0,0.05068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05612,0,0,0,0,0,0,0,0,0.01055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Butyricimonas_faecihominis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22721,0,0,0.03211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Coprobacter_secundus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15085,0,0,0.21997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11641,0,0.11281,0,0,0,0,0,0.20036,0,0.47765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bacteroides_stercorirosoris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07193,0,0,0.01035,0,0,0,0,0,0,0,0.05093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacteriaceae_bacterium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172,0,0.01468,0,0.02988,0,0.25847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9661_SGB15148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,0,0,0.10908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2451,0,0.23663,0,0,0,0,0,0.29411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacteriaceae_bacterium_Marseille_Q4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01588,0,0.02363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacterium_SGB6276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01593,0,0,0.11182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12663,0,0,0,0
s__Coprobacillus_SGB6753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01449,0,0,0.00839,0,0,0,0,0.09836,0,0,0,0,0,0,0,0,0.0826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00948,0,0,0,0,0.00542,0,0,0,0,0,0,0,0,0,0,0,0.09049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08753,0,0,0,0.02509,0,0.21841,0,0,0,0,0,0,0,0,0,0,0,0.10398,0,0,0,0,0,0,0,0
s__Eubacteriales_unclassified_SGB15145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0141,0,0.5107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093,0,0,0,0,0,0,0,0,0.02654,0.10105,0,0,0,0,0,0,0,0.05473,0,0,0,0,0,0,0,0,0.02957,0,0,0,0,0,0,0.00667,0,0,0,0,0,0,0.00789,0,0,0,0.03703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03207,0,0,0,0,0,0.00985,0
s__GGB9818_SGB15459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00507,0,0,0,0,0,0,0,0,0,0.01674,0,0,0,0,0.00933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB79734_SGB15291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00203,0,0,0,0,0,0,0.05068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05612,0,0,0,0,0,0,0,0,0.01055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridia_bacterium_UC5_1_1D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00056,0,0,0,0,0.00202,0,0,0,0,0,0,0,0.018,0,0.00755,0,0,0,0,0,0.03646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06604,0,0,0,0,0,0,0,0,0.00824,0,0,0,0,0,0,0,0
s__GGB3490_SGB4664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22721,0,0,0.03211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15085,0,0,0.21997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11641,0,0.11281,0,0,0,0,0,0.20036,0,0.47765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07193,0,0,0.01035,0,0,0,0,0,0,0,0.05093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172,0,0.01468,0,0.02988,0,0.25847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
